truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH22AB9188,Tata Prima,2011,2023-06-08,2021-12-23,488458,14709,422,102,3.71,31,33,Mixed,Light,5,15,94,2.54,15,None,74
MH98AB6060,Mahindra Blazo X,2022,2023-07-10,2021-10-22,668071,15529,460,103,3.71,39,79,Highway,Heavy,7,15,66,4.24,5,Air Filter,56
MH58AB7320,Tata Prima,2012,2023-06-01,2021-03-12,699969,2577,178,108,3.71,49,42,City,Medium,25,3,81,3.94,5,Fuel Pump,48
MH34AB8303,Tata Prima,2023,2022-12-13,2021-08-29,662181,14407,136,79,3.71,39,48,Mixed,Heavy,19,18,23,4.66,15,Air Filter,88
MH31AB7489,Ashok Leyland 3718,2017,2023-10-24,2021-10-04,549797,37135,379,123,3.71,32,66,City,Heavy,33,5,48,5.69,17,Air Filter,51
MH83AB7447,Mahindra Blazo X,2019,2022-06-13,2021-06-02,208763,5373,475,89,3.71,13,49,Highway,Medium,4,14,25,5.87,3,Oil Filter,17
MH33AB7970,Mahindra Blazo X,2023,2023-02-25,2021-05-30,652248,9135,485,70,3.71,80,57,City,Medium,18,19,27,4.1,18,Brake Pads,80
MH52AB9351,Ashok Leyland 3718,2023,2024-04-09,2021-07-28,72601,33565,202,82,3.71,19,46,City,Medium,-5,4,84,4.22,11,None,34
MH18AB6382,Eicher Pro 6035,2015,2023-01-24,2021-09-26,461236,34283,231,70,3.71,25,34,Highway,Medium,19,6,29,3.09,6,Oil Filter,89
MH37AB3693,Tata Prima,2012,2023-12-22,2021-09-19,189227,34652,174,74,3.71,56,78,Highway,Medium,22,2,55,2.69,12,Brake Pads,70
MH48AB6178,BharatBenz 2823R,2016,2024-01-30,2021-05-21,774479,29592,116,85,3.71,39,22,Mixed,Medium,30,10,54,5.06,17,Air Filter,57
MH38AB9382,Tata Prima,2013,2023-05-25,2021-09-16,742137,18153,55,84,3.71,55,29,Mixed,Light,12,9,13,2.76,14,Brake Pads,22
MH99AB3968,Tata Prima,2023,2022-06-06,2021-09-13,331854,32963,174,118,3.71,87,98,Mixed,Heavy,0,4,93,5.44,6,Fuel Pump,32
MH56AB2971,Eicher Pro 6035,2018,2024-12-17,2021-08-16,420858,34528,363,97,3.71,59,99,Highway,Heavy,-4,3,29,4.66,10,None,8
MH24AB7655,Tata Prima,2014,2022-05-18,2021-03-13,729892,21447,375,100,3.71,91,36,City,Medium,-3,2,20,3.29,16,Oil Filter,46
MH14AB8346,Ashok Leyland 3718,2012,2023-12-08,2021-09-18,703015,30478,102,92,3.71,81,30,City,Medium,40,13,74,4.66,18,None,111
MH46AB1151,Ashok Leyland 3718,2011,2023-09-12,2021-05-14,637515,22556,115,117,3.71,48,67,Mixed,Light,2,14,27,3.23,6,Air Filter,10
MH23AB5169,Mahindra Blazo X,2020,2024-03-02,2021-07-30,710327,29507,363,114,3.71,69,24,Mixed,Light,25,11,48,4.25,19,Fuel Pump,106
MH28AB5761,BharatBenz 2823R,2011,2022-02-13,2021-08-19,658577,6043,131,112,3.71,97,88,Highway,Medium,42,18,53,5.7,3,Brake Pads,13
MH89AB4181,Tata Prima,2012,2024-03-03,2021-07-20,201094,21567,136,86,3.71,92,83,City,Light,13,12,27,4.35,12,Brake Pads,24
MH48AB8041,Tata Prima,2011,2023-03-26,2021-05-06,486679,25597,51,118,3.71,84,33,Mixed,Light,44,6,56,3.09,16,Fuel Pump,113
MH72AB8269,Eicher Pro 6035,2023,2024-05-01,2021-08-10,780031,4309,253,103,3.71,29,69,Highway,Medium,0,10,40,5.4,3,Brake Pads,98
MH89AB3393,Ashok Leyland 3718,2013,2024-05-24,2021-09-22,842154,22691,199,82,3.71,91,45,Mixed,Medium,8,14,48,3.25,16,Oil Filter,105
MH69AB5808,BharatBenz 2823R,2011,2023-10-25,2021-12-01,732773,21767,342,83,3.71,96,91,Highway,Medium,-3,12,47,5.45,4,Coolant,42
MH37AB4888,Mahindra Blazo X,2019,2022-11-23,2021-05-30,552648,7706,453,80,3.71,51,88,City,Medium,42,5,88,4.42,13,Brake Pads,72
MH25AB6469,Ashok Leyland 3718,2018,2024-03-01,2021-10-18,808108,21557,152,97,3.71,84,26,Highway,Heavy,-5,12,56,4.31,4,Air Filter,106
MH61AB4658,Mahindra Blazo X,2011,2022-10-17,2021-09-29,811282,29492,73,111,3.71,60,35,Mixed,Heavy,38,10,79,5.91,4,Brake Pads,54
MH73AB7351,Eicher Pro 6035,2018,2022-06-02,2021-05-17,529083,16495,417,101,3.71,42,74,Mixed,Medium,24,8,17,5.33,7,None,64
MH93AB7468,Eicher Pro 6035,2022,2023-12-31,2021-11-07,395740,13710,261,104,3.71,15,97,City,Light,40,17,95,2.63,12,Air Filter,17
MH98AB6937,Tata Prima,2015,2024-11-13,2021-05-16,455513,18293,114,128,3.71,71,75,City,Medium,13,6,74,3.68,2,Brake Pads,103
MH30AB1440,BharatBenz 2823R,2010,2022-02-27,2021-08-07,118323,26770,498,100,3.71,19,23,Mixed,Heavy,13,7,22,5.98,16,Brake Pads,98
MH95AB6133,Mahindra Blazo X,2013,2023-08-22,2021-12-15,335960,5697,258,86,3.71,5,67,Mixed,Light,3,2,64,2.57,7,Air Filter,46
MH95AB7185,Ashok Leyland 3718,2023,2022-12-09,2021-09-28,614983,7952,300,116,3.71,11,36,Mixed,Heavy,1,17,97,4.68,19,Oil Filter,72
MH93AB2994,Eicher Pro 6035,2010,2024-07-12,2021-07-28,462918,15359,434,78,3.71,5,55,City,Medium,40,19,94,5.41,11,Coolant,29
MH82AB9737,Tata Prima,2023,2024-10-31,2021-12-31,468458,27736,166,79,3.71,53,89,Mixed,Heavy,31,14,52,4.99,1,Coolant,35
MH81AB6995,Tata Prima,2015,2023-10-20,2021-03-20,105841,32399,165,77,3.71,77,99,City,Heavy,44,2,13,5.54,9,Oil Filter,115
MH13AB9794,Mahindra Blazo X,2023,2024-09-05,2021-09-24,440642,32583,286,90,3.71,33,57,Mixed,Heavy,35,11,80,5.4,5,Brake Pads,16
MH54AB3561,Eicher Pro 6035,2022,2022-07-25,2021-12-16,248784,2672,154,82,3.71,30,81,Highway,Light,1,8,69,5.27,17,Coolant,68
MH59AB8785,BharatBenz 2823R,2013,2022-06-06,2021-11-14,157096,17163,308,128,3.71,91,67,Highway,Heavy,3,6,21,5.79,1,Oil Filter,83
MH99AB3980,Eicher Pro 6035,2012,2024-03-28,2021-04-01,142764,28040,95,119,3.71,49,29,Mixed,Light,-2,14,68,5.08,17,Oil Filter,65
MH17AB5803,Mahindra Blazo X,2012,2023-12-20,2021-06-15,496790,19553,360,74,3.71,97,55,Highway,Medium,19,17,86,4.11,12,Coolant,57
MH57AB8213,Mahindra Blazo X,2018,2022-11-12,2021-11-24,660032,11585,380,75,3.71,75,48,City,Medium,43,15,63,4.39,13,Air Filter,30
MH23AB6947,Eicher Pro 6035,2015,2022-07-03,2021-07-11,864914,31064,265,99,3.71,16,97,Highway,Heavy,6,12,53,5.37,11,Fuel Pump,65
MH26AB3038,Mahindra Blazo X,2018,2022-08-07,2021-03-27,583459,24709,497,100,3.71,99,23,Highway,Light,0,3,25,6.01,13,Air Filter,14
MH71AB9018,Eicher Pro 6035,2022,2022-03-15,2021-05-22,675043,4481,350,86,3.71,36,63,City,Medium,12,9,15,3.59,13,Brake Pads,16
MH43AB4996,Ashok Leyland 3718,2014,2024-04-16,2021-05-14,542148,21653,459,80,3.71,24,75,Highway,Light,34,14,23,3.87,6,Air Filter,26
MH64AB1627,Eicher Pro 6035,2011,2022-01-08,2021-07-10,682413,5747,382,89,3.71,55,61,Highway,Light,15,8,67,6.22,6,None,108
MH33AB6128,Eicher Pro 6035,2017,2022-04-10,2021-06-16,418226,11053,498,117,3.71,85,32,Mixed,Heavy,9,13,40,4.81,10,Fuel Pump,57
MH23AB6267,Mahindra Blazo X,2014,2024-07-03,2021-10-12,53696,21311,73,78,3.71,40,65,City,Heavy,-3,9,50,3.22,19,Fuel Pump,25
MH89AB3445,Mahindra Blazo X,2011,2024-12-30,2021-05-23,176310,30345,84,71,3.71,71,52,City,Light,-4,17,44,5.15,3,Oil Filter,39
MH60AB4151,Tata Prima,2013,2023-07-19,2021-04-07,725673,6635,73,106,3.71,5,40,Mixed,Light,35,19,19,6.46,7,None,75
MH71AB3216,Tata Prima,2018,2022-01-16,2021-09-19,855581,6073,77,70,3.71,31,99,Mixed,Heavy,34,5,90,5.79,5,Brake Pads,86
MH15AB8371,Ashok Leyland 3718,2013,2024-12-21,2021-04-17,889953,14231,65,73,3.71,44,98,Highway,Light,-2,13,39,5.48,8,Oil Filter,31
MH66AB7002,Tata Prima,2022,2023-02-07,2021-03-23,95740,7689,108,105,3.71,88,76,Highway,Heavy,26,17,53,3.33,5,Air Filter,64
MH81AB5937,Eicher Pro 6035,2021,2024-07-25,2021-03-09,156611,15041,292,123,3.71,18,88,Highway,Light,-4,18,64,6.0,12,Air Filter,103
MH45AB5215,Mahindra Blazo X,2021,2022-10-07,2021-03-08,448172,11587,487,127,3.71,73,89,Mixed,Heavy,40,5,80,4.6,4,Coolant,51
MH33AB1472,Tata Prima,2021,2022-06-02,2021-09-21,518947,3276,256,94,3.71,91,86,City,Light,23,10,27,6.06,19,Oil Filter,70
MH72AB9943,Tata Prima,2022,2023-03-09,2021-07-15,525828,28064,449,72,3.71,83,67,Highway,Heavy,-4,6,92,3.82,18,None,100
MH77AB1537,Ashok Leyland 3718,2023,2023-06-17,2021-08-23,823210,29335,320,78,3.71,10,95,Mixed,Light,28,18,88,2.75,3,Oil Filter,19
MH21AB7036,Ashok Leyland 3718,2013,2023-10-22,2021-05-10,378785,8197,298,91,3.71,37,52,City,Medium,21,18,95,4.4,7,Oil Filter,113
MH48AB2880,Eicher Pro 6035,2011,2023-11-24,2021-10-20,638099,15129,316,92,3.71,59,55,Mixed,Medium,33,3,48,3.58,8,Oil Filter,28
MH68AB4862,Mahindra Blazo X,2022,2024-06-14,2021-04-03,495376,8886,242,81,3.71,23,52,Highway,Light,38,3,51,5.36,15,Fuel Pump,88
MH53AB8380,Ashok Leyland 3718,2021,2023-09-24,2021-06-14,756673,17546,384,79,3.71,81,50,Mixed,Medium,32,8,63,6.33,17,Coolant,14
MH90AB3195,Tata Prima,2015,2022-01-23,2021-03-26,637520,8544,267,103,3.71,33,40,Mixed,Light,12,5,39,5.26,19,Brake Pads,92
MH65AB8040,Mahindra Blazo X,2022,2022-10-08,2021-05-17,851849,10115,164,112,3.71,65,46,Mixed,Light,30,14,29,6.05,4,Brake Pads,28
MH23AB9097,Mahindra Blazo X,2020,2024-11-11,2021-10-05,730089,5560,117,79,3.71,74,91,Mixed,Medium,13,12,51,4.31,16,Brake Pads,92
MH11AB5834,Tata Prima,2023,2022-01-07,2021-07-05,162492,11400,348,99,3.71,83,81,City,Light,21,4,98,5.59,13,Fuel Pump,108
MH33AB5206,Ashok Leyland 3718,2011,2023-06-08,2021-04-18,80099,6081,374,91,3.71,84,45,Highway,Heavy,39,3,96,5.87,12,Coolant,116
MH37AB2468,Tata Prima,2021,2022-02-25,2021-08-18,803494,35282,446,75,3.71,28,85,City,Light,14,17,14,5.34,4,None,61
MH70AB4963,Mahindra Blazo X,2016,2023-12-18,2021-09-10,473177,20673,443,119,3.71,27,31,Mixed,Light,15,4,59,4.53,12,Coolant,116
MH66AB8034,BharatBenz 2823R,2012,2023-07-03,2021-06-25,692762,13497,124,71,3.71,14,41,Mixed,Medium,17,16,50,5.0,17,Fuel Pump,38
MH53AB8049,BharatBenz 2823R,2012,2022-08-13,2021-09-26,321400,7648,152,99,3.71,58,36,Highway,Heavy,24,18,48,5.3,9,None,45
MH51AB4188,Eicher Pro 6035,2014,2023-10-02,2021-08-18,529336,19248,346,71,3.71,45,26,Highway,Light,19,17,66,3.51,12,Oil Filter,44
MH42AB9293,Tata Prima,2012,2024-08-08,2021-09-10,817876,14522,227,101,3.71,53,87,City,Light,25,8,66,5.74,15,Air Filter,15
MH35AB8725,Tata Prima,2011,2024-10-07,2021-06-02,608969,20513,264,111,3.71,21,56,City,Light,21,17,46,6.3,2,Oil Filter,94
MH95AB8333,Eicher Pro 6035,2019,2024-05-11,2021-03-26,141328,39187,364,85,3.71,60,57,Highway,Light,28,6,16,4.36,9,Brake Pads,5
MH82AB6404,Eicher Pro 6035,2018,2022-12-30,2021-09-17,792800,16386,88,81,3.71,49,30,City,Light,2,3,14,5.3,14,Oil Filter,34
MH99AB5708,Eicher Pro 6035,2011,2024-09-16,2021-07-29,355505,25756,308,70,3.71,34,20,Mixed,Light,13,2,88,5.45,4,Fuel Pump,47
MH22AB9186,Mahindra Blazo X,2023,2022-05-04,2021-08-29,507719,30505,253,122,3.71,48,44,Mixed,Heavy,35,14,60,5.15,4,Brake Pads,86
MH79AB7858,Tata Prima,2020,2022-07-28,2021-04-05,84540,7138,56,77,3.71,78,61,Highway,Heavy,20,17,17,4.69,6,Air Filter,30
MH82AB1150,Mahindra Blazo X,2011,2023-10-20,2021-05-15,207608,37919,98,117,3.71,59,71,City,Light,22,6,65,6.03,5,None,57
MH55AB4615,Eicher Pro 6035,2022,2024-03-29,2021-05-16,134700,33877,75,119,3.71,23,43,Mixed,Light,-2,4,82,4.3,17,None,51
MH87AB3100,Tata Prima,2017,2023-01-06,2021-06-02,390676,37134,210,82,3.71,33,72,Highway,Medium,25,16,20,2.74,13,Brake Pads,13
MH24AB5431,Mahindra Blazo X,2018,2024-08-21,2021-09-14,761935,17255,406,84,3.71,6,75,City,Heavy,10,17,31,5.88,17,Oil Filter,13
MH32AB1488,Mahindra Blazo X,2016,2022-06-30,2021-04-16,439770,23882,225,122,3.71,40,82,Mixed,Heavy,4,12,86,5.2,19,Coolant,5
MH38AB8272,Eicher Pro 6035,2012,2023-04-04,2021-12-08,446087,22894,128,113,3.71,23,27,City,Light,32,19,20,5.9,1,Coolant,75
MH46AB6443,Tata Prima,2018,2024-05-03,2021-11-05,96002,2753,51,77,3.71,11,78,City,Heavy,42,10,69,3.05,17,None,48
MH98AB2160,Eicher Pro 6035,2012,2023-05-17,2021-05-31,99812,38210,432,79,3.71,30,64,City,Heavy,4,9,24,2.62,3,Coolant,63
MH65AB2007,Tata Prima,2014,2022-02-12,2021-05-03,465842,1364,465,115,3.71,83,46,Highway,Medium,39,6,47,6.24,14,Brake Pads,60
MH28AB1666,BharatBenz 2823R,2018,2022-01-26,2021-07-22,765339,34536,181,74,3.71,42,71,Mixed,Medium,3,18,10,3.09,12,Coolant,110
MH76AB7720,Ashok Leyland 3718,2021,2022-03-23,2021-04-12,307906,14166,325,119,3.71,7,37,Highway,Heavy,33,6,55,5.74,15,Fuel Pump,55
MH22AB1551,Ashok Leyland 3718,2023,2022-08-08,2021-07-18,158946,21455,166,88,3.71,84,35,Mixed,Heavy,30,15,97,5.79,6,None,20
MH71AB8243,Ashok Leyland 3718,2023,2023-02-27,2021-10-19,116668,38497,213,116,3.71,70,85,Mixed,Heavy,30,8,52,5.33,2,Air Filter,42
MH34AB5671,Eicher Pro 6035,2012,2023-07-24,2021-12-11,149003,16809,337,107,3.71,99,24,Highway,Light,13,10,31,3.03,4,Coolant,15
MH46AB2707,BharatBenz 2823R,2016,2022-10-01,2021-08-25,785430,4554,77,128,3.71,96,22,Highway,Medium,13,18,12,5.17,13,Fuel Pump,119
MH56AB2868,Tata Prima,2021,2023-05-25,2021-11-06,270462,1435,382,80,3.71,75,99,Mixed,Light,6,4,23,6.06,13,Fuel Pump,29
MH85AB1766,Mahindra Blazo X,2010,2022-05-31,2021-10-05,879430,23278,50,122,3.71,98,89,Mixed,Medium,7,9,11,4.2,17,Brake Pads,97
MH52AB8627,Tata Prima,2013,2022-01-19,2021-12-03,769174,17209,237,112,3.71,47,26,Mixed,Medium,19,14,70,4.15,6,None,87
MH32AB4742,Mahindra Blazo X,2013,2022-05-23,2021-12-10,678889,10226,105,89,3.71,66,69,City,Medium,30,17,41,4.27,11,Brake Pads,86
MH11AB2590,Tata Prima,2016,2023-07-24,2021-05-24,319956,20745,84,89,3.71,75,33,Mixed,Heavy,19,11,47,2.83,19,Air Filter,115
MH67AB2066,BharatBenz 2823R,2017,2023-12-10,2021-07-12,111844,35253,161,90,3.71,97,57,Highway,Medium,22,19,55,6.07,16,Air Filter,63
MH70AB7434,Mahindra Blazo X,2010,2023-01-13,2021-08-07,775453,14752,335,87,3.71,28,98,Highway,Light,36,4,51,5.98,8,Oil Filter,33
MH87AB8085,Eicher Pro 6035,2014,2023-12-30,2021-09-25,445395,21816,359,126,3.71,43,66,Highway,Medium,33,13,15,6.49,1,Air Filter,84
MH67AB3840,Tata Prima,2016,2023-06-17,2021-05-07,749158,37871,85,119,3.71,72,52,Mixed,Light,24,17,50,4.84,10,None,114
MH28AB3879,Tata Prima,2021,2024-03-13,2021-12-26,124601,19662,488,79,3.71,97,62,Mixed,Medium,-1,19,34,5.5,2,None,44
MH26AB7375,Mahindra Blazo X,2013,2023-11-12,2021-06-05,360001,16460,266,103,3.71,48,48,City,Medium,11,18,20,3.31,19,Brake Pads,12
MH44AB4271,Eicher Pro 6035,2022,2024-03-30,2021-08-18,437699,31291,129,95,3.71,9,76,City,Heavy,12,8,50,5.17,14,Fuel Pump,102
MH24AB8050,Eicher Pro 6035,2013,2024-05-06,2021-09-30,544700,25716,363,99,3.71,59,24,Highway,Light,37,9,80,5.1,3,Oil Filter,10
MH87AB4446,BharatBenz 2823R,2013,2024-02-04,2021-12-26,332844,32967,132,78,3.71,97,79,City,Medium,41,18,66,6.1,9,Air Filter,49
MH33AB3357,Eicher Pro 6035,2021,2024-03-20,2021-03-13,832215,8254,114,115,3.71,34,89,City,Medium,15,8,55,5.82,8,Fuel Pump,113
MH88AB9327,Eicher Pro 6035,2015,2023-02-27,2021-12-17,482680,4578,374,120,3.71,33,21,Highway,Light,16,2,95,6.25,11,Brake Pads,57
MH34AB5595,Eicher Pro 6035,2016,2024-10-08,2021-11-17,223423,13353,177,100,3.71,30,89,Mixed,Medium,33,9,57,5.98,15,Coolant,98
MH26AB7670,Ashok Leyland 3718,2011,2024-03-09,2021-03-28,143330,4542,356,111,3.71,87,62,City,Heavy,44,11,72,5.97,6,Oil Filter,112
MH17AB9309,BharatBenz 2823R,2014,2023-12-16,2021-12-14,275391,14889,71,124,3.71,30,23,Mixed,Light,0,13,48,2.75,2,None,102
MH34AB6076,Tata Prima,2013,2022-02-02,2021-08-31,263606,30925,265,73,3.71,41,75,Highway,Heavy,44,2,19,5.88,1,Fuel Pump,25
MH34AB1773,Mahindra Blazo X,2023,2023-12-24,2021-09-14,457085,3075,156,75,3.71,95,78,Highway,Light,10,5,94,4.93,3,Brake Pads,61
MH29AB7917,Tata Prima,2022,2022-02-15,2021-06-22,241387,28679,158,83,3.71,98,28,City,Light,-4,5,79,4.02,18,Brake Pads,80
MH90AB8190,BharatBenz 2823R,2012,2024-02-08,2021-10-29,291133,35254,421,73,3.71,57,22,Highway,Light,-5,10,74,2.73,14,Oil Filter,117
MH27AB1799,Mahindra Blazo X,2016,2022-12-01,2021-03-19,536904,19124,406,95,3.71,34,67,Highway,Medium,24,16,68,5.21,17,Oil Filter,10
MH29AB1682,BharatBenz 2823R,2020,2022-03-21,2021-05-11,464170,20850,230,116,3.71,7,62,Highway,Light,37,16,87,3.81,2,Air Filter,107
MH13AB9538,Eicher Pro 6035,2021,2022-01-15,2021-05-11,736915,27181,405,117,3.71,47,20,City,Light,31,8,45,4.37,19,Air Filter,67
MH84AB2143,Mahindra Blazo X,2015,2022-04-02,2021-07-30,375497,24488,213,108,3.71,11,76,City,Light,42,13,36,5.23,9,None,10
MH61AB3619,Eicher Pro 6035,2023,2022-03-03,2021-09-12,525406,15970,117,86,3.71,53,72,City,Heavy,17,4,82,6.15,8,None,57
MH39AB8139,Tata Prima,2016,2023-12-24,2021-08-09,488242,25204,341,88,3.71,77,35,Highway,Light,-5,10,64,5.8,10,Oil Filter,8
MH18AB7935,Tata Prima,2014,2024-09-10,2021-05-20,412916,39236,229,120,3.71,45,70,Mixed,Medium,13,15,79,4.3,9,Oil Filter,13
MH97AB6703,Mahindra Blazo X,2022,2022-12-25,2021-10-19,228048,29877,230,118,3.71,81,94,Highway,Light,40,14,90,4.05,8,Fuel Pump,73
MH87AB7536,Mahindra Blazo X,2015,2023-07-09,2021-06-10,403646,29072,483,75,3.71,83,74,City,Light,-3,13,62,3.46,7,Air Filter,78
MH33AB6838,BharatBenz 2823R,2014,2022-01-31,2021-03-09,426087,7993,218,98,3.71,58,20,Mixed,Heavy,-4,2,69,3.99,6,Brake Pads,115
MH88AB3978,BharatBenz 2823R,2023,2023-04-11,2021-10-01,421994,4603,451,80,3.71,73,47,Mixed,Medium,31,17,70,2.94,2,Air Filter,76
MH67AB4109,Eicher Pro 6035,2016,2022-05-14,2021-08-18,619383,35344,71,85,3.71,97,72,City,Medium,11,13,45,6.38,9,Air Filter,91
MH22AB2710,Mahindra Blazo X,2011,2023-09-17,2021-03-18,195342,3494,115,99,3.71,95,77,Mixed,Medium,22,11,94,4.8,9,Oil Filter,8
MH34AB2228,Tata Prima,2023,2022-11-13,2021-05-04,736268,4244,70,94,3.71,31,92,Mixed,Light,12,3,36,3.01,19,Oil Filter,62
MH86AB5591,BharatBenz 2823R,2020,2022-12-23,2021-11-04,851955,27832,149,109,3.71,12,79,City,Light,27,19,50,3.91,9,Air Filter,41
MH70AB4873,BharatBenz 2823R,2014,2023-01-29,2021-06-30,112433,6094,433,80,3.71,36,78,Mixed,Medium,9,14,37,4.69,2,Coolant,75
MH65AB8231,Tata Prima,2015,2023-04-24,2021-08-02,594279,7871,349,76,3.71,88,41,Mixed,Medium,16,7,25,4.63,19,Coolant,10
MH43AB5154,BharatBenz 2823R,2015,2022-05-06,2021-12-11,322919,18528,152,95,3.71,68,27,City,Heavy,35,13,44,2.64,16,None,113
MH46AB1444,Eicher Pro 6035,2014,2023-11-25,2021-10-10,521017,36412,96,125,3.71,14,68,Mixed,Medium,21,5,45,6.3,14,Air Filter,55
MH49AB6902,Mahindra Blazo X,2019,2024-12-18,2021-10-09,397139,14490,88,91,3.71,17,61,Mixed,Light,31,2,65,3.6,1,Coolant,110
MH27AB6321,Tata Prima,2016,2023-04-14,2021-05-16,197745,17126,334,94,3.71,67,46,Mixed,Light,26,12,28,2.56,13,None,83
MH16AB5644,Mahindra Blazo X,2019,2022-07-02,2021-07-26,697096,20969,359,88,3.71,97,58,Mixed,Light,39,9,66,2.81,2,None,103
MH99AB8470,BharatBenz 2823R,2017,2022-10-04,2021-03-29,732416,7630,139,100,3.71,39,44,City,Heavy,13,3,94,4.82,14,Air Filter,54
MH19AB5321,BharatBenz 2823R,2016,2022-01-04,2021-04-16,187686,7328,134,95,3.71,65,57,Highway,Medium,22,3,42,3.05,1,None,100
MH46AB5398,Tata Prima,2014,2024-02-25,2021-12-31,57415,39599,322,111,3.71,58,43,Highway,Light,22,17,32,2.67,15,Oil Filter,18
MH15AB2533,Eicher Pro 6035,2010,2022-05-14,2021-11-16,820326,18383,385,110,3.71,12,43,Mixed,Heavy,4,2,72,4.02,18,Oil Filter,103
MH51AB5198,Ashok Leyland 3718,2022,2024-07-04,2021-03-24,487100,19042,237,105,3.71,33,79,City,Heavy,14,5,79,4.99,9,Oil Filter,15
MH44AB4855,Tata Prima,2014,2022-09-11,2021-04-03,828493,10950,208,92,3.71,99,69,City,Light,19,7,31,2.95,8,Brake Pads,14
MH20AB5336,Ashok Leyland 3718,2019,2023-04-17,2021-05-15,349188,20923,292,116,3.71,45,85,Mixed,Heavy,15,15,76,3.75,7,Oil Filter,65
MH64AB7656,Ashok Leyland 3718,2011,2024-04-27,2021-03-18,762509,2535,122,82,3.71,34,33,Highway,Heavy,8,16,89,4.17,9,Oil Filter,85
MH63AB7488,Eicher Pro 6035,2022,2022-07-17,2021-03-15,218616,17741,98,94,3.71,90,72,Mixed,Light,16,8,68,3.14,9,Air Filter,17
MH40AB5890,Ashok Leyland 3718,2014,2024-05-25,2021-04-16,99976,23654,150,71,3.71,25,51,City,Heavy,20,8,34,4.52,11,Coolant,38
MH25AB3117,Ashok Leyland 3718,2014,2022-04-12,2021-03-18,475468,26125,51,71,3.71,80,67,City,Light,38,19,26,2.84,4,Coolant,64
MH87AB4076,Eicher Pro 6035,2011,2023-03-10,2021-11-21,315976,33566,293,85,3.71,15,58,Highway,Light,5,3,48,2.69,7,Oil Filter,113
MH55AB9387,Ashok Leyland 3718,2014,2022-03-27,2021-07-30,271883,34191,225,78,3.71,6,59,City,Heavy,1,16,86,4.58,7,Oil Filter,55
MH67AB6012,Ashok Leyland 3718,2022,2023-11-16,2021-04-17,261509,13831,287,97,3.71,54,61,City,Light,11,2,84,3.49,4,Oil Filter,9
MH80AB6275,Ashok Leyland 3718,2013,2024-12-20,2021-11-06,546965,21190,447,82,3.71,45,96,City,Light,12,18,83,2.88,12,None,116
MH85AB2553,Tata Prima,2010,2022-08-25,2021-06-13,870580,19683,108,104,3.71,70,95,Highway,Medium,1,14,48,4.2,17,Air Filter,78
MH53AB4449,Tata Prima,2012,2024-08-24,2021-12-21,813529,39846,402,110,3.71,7,27,City,Light,14,13,33,6.16,3,Air Filter,36
MH97AB4189,Tata Prima,2010,2022-07-22,2021-10-25,568823,5375,148,82,3.71,84,98,Mixed,Medium,32,16,47,5.4,9,Air Filter,16
MH76AB5147,Eicher Pro 6035,2021,2024-05-08,2021-10-31,269526,12754,491,100,3.71,55,45,Highway,Medium,5,6,97,5.76,5,Coolant,56
MH17AB9116,BharatBenz 2823R,2020,2022-02-08,2021-08-22,397220,29121,408,90,3.71,72,31,Mixed,Medium,38,8,90,5.99,16,Brake Pads,17
MH54AB4628,Ashok Leyland 3718,2014,2023-11-08,2021-07-06,874834,11405,491,101,3.71,91,62,Mixed,Medium,10,9,66,6.39,8,Coolant,89
MH81AB6887,Ashok Leyland 3718,2013,2022-01-20,2021-04-24,763087,16382,484,123,3.71,88,70,Highway,Heavy,21,15,53,5.55,16,Air Filter,116
MH90AB6706,Eicher Pro 6035,2016,2024-06-26,2021-04-11,88578,19541,51,103,3.71,29,82,Mixed,Heavy,5,5,45,4.93,19,Fuel Pump,58
MH34AB8631,Ashok Leyland 3718,2014,2024-07-17,2021-05-30,664741,29598,292,77,3.71,34,68,Highway,Light,10,15,79,3.96,16,Brake Pads,101
MH35AB5505,Tata Prima,2019,2022-10-26,2021-06-27,465534,34209,346,128,3.71,86,46,Mixed,Light,17,11,89,3.23,18,Oil Filter,58
MH70AB7088,BharatBenz 2823R,2023,2024-01-19,2021-05-13,258859,35175,260,110,3.71,15,28,Highway,Light,6,17,54,5.25,15,None,45
MH24AB9874,Mahindra Blazo X,2013,2022-05-01,2022-01-01,161435,5337,172,117,3.71,97,58,City,Heavy,34,12,35,6.48,18,Coolant,52
MH91AB3439,Ashok Leyland 3718,2011,2023-11-27,2021-04-30,790389,24989,278,71,3.71,21,84,City,Medium,-3,15,20,4.37,14,None,55
MH85AB3991,Tata Prima,2013,2024-09-15,2021-09-27,201538,18127,131,107,3.71,30,90,Mixed,Heavy,-4,15,61,5.39,16,Brake Pads,51
MH33AB7935,Mahindra Blazo X,2021,2024-10-02,2021-04-06,95475,6196,193,101,3.71,27,90,City,Heavy,32,3,34,4.48,5,Fuel Pump,54
MH50AB1085,BharatBenz 2823R,2011,2022-02-08,2021-06-11,896574,14043,437,123,3.71,60,26,Highway,Light,42,14,40,4.23,8,Brake Pads,100
