record_id,truck_id,truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,service_type,parts_changed_last_service,parts_in_stock_status,technician_id,technician_experience_years,current_queue_length,shift_hours_remaining,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,days_until_next_service
102,T0038,NS76JB6338,Scania P410,2019,2024-10-03,2024-09-08,356602,8982,351.9,87.9,5.29,62.7,71.9,City,Light,31.3,Full Inspection,"Coolant, Battery, Brake Pads",No,M033,8,10,1.4,10.2,71.9,4.12,9,39.9
103,T0248,PJ76ED2203,BharatBenz 3123R,2020,2022-09-09,2022-08-15,298356,8723,346.2,80.2,2.17,67.9,68.3,City,Heavy,47.1,Brake Service,Clutch Plate,Yes,M030,9,4,5.3,13.5,75.0,2.58,5,23.2
104,T0035,UF01IW9263,Ashok Leyland U-3718,2018,2023-10-25,2023-08-23,404762,21923,344.6,85.5,3.71,10.5,64.9,Mixed,Heavy,30.4,Routine Service,"Alternator, Air Filter, Coolant",Partial,M015,6,1,4.4,11.6,28.0,3.43,9,46.2
105,T0135,NI84VJ9942,BharatBenz 3123R,2019,2025-04-23,2025-02-20,380958,13103,210.4,85.5,2.75,50.6,68.5,Highway,Medium,27.4,Brake Service,Air Filter,No,M022,15,3,6.3,10.7,49.7,3.27,13,37.4
106,T0182,KY84FZ3690,BharatBenz 3123R,2024,2023-03-08,2023-01-18,73246,14851,299.6,84.4,3.86,36.8,84.9,City,Light,40.7,Engine Check,"Brake Pads, Oil Filter, Battery, Alternator",No,M013,3,4,7.8,13.3,54.7,2.49,1,48.3
107,T0118,FD23AT1375,BharatBenz 3123R,2018,2023-02-08,2022-12-07,431480,14726,231.6,83.5,4.68,44.4,73.2,Mixed,Medium,27.9,Electrical Check,Oil Filter,Yes,M010,3,10,2.9,12.0,43.2,2.84,9,34.7
108,T0315,XA83HM6081,Volvo FM 400,2023,2023-08-27,2023-06-03,120363,24276,283.6,96.3,2.23,5.0,83.1,Highway,Medium,34.9,Engine Check,"Clutch Plate, Coolant, Air Filter",No,M024,7,10,5.8,8.9,23.0,3.59,1,36.8
109,T0262,RW63NN7208,Tata LPT 3718,2021,2023-03-22,2023-02-27,220080,8595,363.9,93.7,3.58,70.8,75.7,Highway,Heavy,28.5,Full Inspection,Alternator,No,M009,10,13,6.0,16.8,68.6,2.68,4,35.3
110,T0017,BQ29WB2621,Scania P410,2020,2023-10-07,2023-07-14,311935,21562,250.8,89.9,3.12,10.4,77.3,City,Heavy,30.0,Routine Service,"Oil Filter, Battery, Coolant, Brake Pads",No,M012,1,7,1.5,10.4,17.6,2.38,5,17.2
111,T0007,ZQ56VU2032,Mahindra Blazo X 35,2018,2023-03-18,2022-12-16,441869,22879,246.6,80.9,3.84,12.2,67.1,City,Heavy,29.3,Full Inspection,"Battery, Coolant, Air Filter",Yes,M007,14,5,2.6,8.5,26.4,2.59,7,29.2
112,T0135,NI84VJ9942,BharatBenz 3123R,2019,2024-03-26,2024-01-20,365823,24401,365.2,79.4,4.51,5.0,72.2,City,Heavy,35.8,Electrical Check,"Air Filter, Brake Pads, Alternator",Yes,M022,9,10,5.4,14.3,20.3,3.17,7,20.0
113,T0191,GT80LS0505,Tata LPT 3718,2021,2024-09-15,2024-08-21,241287,9244,364.9,80.4,4.29,70.7,76.2,City,Medium,39.0,Brake Service,"Brake Pads, Alternator",Yes,M012,6,8,7.9,16.0,65.0,4.78,5,29.5
114,T0121,VG55KI3315,Scania P410,2021,2023-02-17,2023-01-13,267910,8550,244.0,91.9,5.57,65.4,75.4,City,Light,35.1,Engine Check,"Clutch Plate, Alternator",Yes,M010,3,0,1.5,14.1,66.8,3.67,4,23.5
115,T0216,JO00EM4758,Ashok Leyland U-3718,2017,2025-01-01,2024-11-12,501482,17071,335.3,82.8,3.06,29.2,61.5,Mixed,Heavy,25.3,Full Inspection,"Clutch Plate, Air Filter, Alternator",Partial,M035,11,6,7.9,11.1,34.2,1.72,12,43.6
116,T0025,KP59FS2362,Ashok Leyland U-3718,2016,2024-02-02,2023-12-08,518775,16695,293.9,64.3,1.95,20.1,67.8,Mixed,Light,41.8,Routine Service,"Coolant, Brake Pads",Partial,M004,1,13,1.3,13.0,49.1,3.7,12,13.8
117,T0231,QG67UB9445,Mahindra Blazo X 35,2020,2024-04-22,2024-02-14,291288,21000,306.3,91.8,3.73,21.0,74.7,City,Medium,32.0,Brake Service,"Battery, Engine Oil, Brake Pads",Yes,M024,15,13,2.2,14.0,19.3,2.7,8,25.9
118,T0311,GX90KK3248,BharatBenz 3123R,2024,2024-08-10,2024-08-02,70317,3046,343.5,88.4,3.05,90.7,92.4,Mixed,Heavy,33.0,Full Inspection,"Coolant, Air Filter",No,M035,4,1,1.6,19.2,88.2,4.34,1,17.6
119,T0250,ZU99WD8278,Mahindra Blazo X 35,2022,2024-04-05,2024-01-26,199952,22536,319.7,95.6,2.13,9.9,83.3,Highway,Medium,24.6,Brake Service,"Clutch Plate, Battery, Oil Filter",Yes,M040,5,1,4.7,11.6,23.9,3.84,4,26.6
120,T0216,JO00EM4758,Mahindra Blazo X 35,2024,2022-10-08,2022-09-02,51447,13265,363.3,89.9,3.3,43.7,85.5,Mixed,Medium,35.4,Engine Check,Air Filter,No,M005,13,6,4.8,14.1,60.6,3.94,1,29.2
121,T0161,YE67PV5800,Tata LPT 3718,2019,2023-03-22,2023-02-02,358825,14567,302.3,82.2,4.04,36.6,71.2,Mixed,Medium,32.2,Electrical Check,"Coolant, Brake Pads, Air Filter, Clutch Plate",Partial,M039,10,11,3.7,14.0,59.2,4.13,9,49.0
122,T0212,GS05JQ6644,BharatBenz 3123R,2017,2023-10-04,2023-09-18,465927,6681,394.4,86.1,2.16,73.8,65.4,Highway,Light,29.2,Routine Service,"Oil Filter, Clutch Plate, Alternator",No,M016,11,10,2.1,12.2,74.2,3.25,11,51.0
123,T0049,JA37WY4756,Volvo FM 400,2022,2023-01-07,2022-11-26,178390,11481,268.1,88.6,2.07,54.8,89.7,Mixed,Light,41.2,Routine Service,"Oil Filter, Engine Oil, Air Filter, Coolant",Yes,M002,6,4,6.8,10.6,65.4,3.12,3,29.8
124,T0200,BN28TI5633,Tata LPT 3718,2018,2023-10-29,2023-10-09,434421,6062,288.8,70.4,3.25,87.4,70.5,Highway,Heavy,34.5,Routine Service,"Air Filter, Oil Filter, Coolant, Alternator",Yes,M019,9,7,5.3,15.1,83.5,1.91,8,58.9
125,T0183,ON79XE8199,Tata LPT 3718,2022,2022-08-10,2022-07-02,183806,14734,374.0,88.7,3.87,39.1,82.3,City,Heavy,33.3,Full Inspection,"Air Filter, Battery, Coolant, Oil Filter",Partial,M018,4,8,7.1,13.8,51.2,2.78,1,38.6
126,T0234,AG55PO4375,Mahindra Blazo X 35,2024,2024-08-22,2024-07-15,69596,11503,302.3,79.2,6.76,52.6,93.0,City,Heavy,33.3,Routine Service,"Battery, Brake Pads, Coolant",Yes,M035,15,14,5.0,16.5,55.6,2.66,1,21.8
127,T0227,YI68II8891,Tata LPT 3718,2020,2022-09-20,2022-07-30,299719,18129,344.5,81.9,2.57,29.5,70.1,City,Medium,28.1,Brake Service,"Engine Oil, Clutch Plate, Coolant",Yes,M010,2,8,3.0,13.9,44.5,3.56,3,46.7
128,T0147,JU83DJ8783,Ashok Leyland U-3718,2023,2023-03-28,2023-02-03,130456,19854,369.2,94.5,2.58,21.6,79.9,Highway,Heavy,29.9,Engine Check,"Coolant, Engine Oil, Brake Pads, Air Filter",Partial,M032,4,13,1.2,12.3,30.3,1.5,1,49.6
129,T0004,US59JO8685,Scania P410,2020,2025-03-12,2025-02-26,305859,5484,368.4,91.3,3.34,70.0,77.2,Highway,Medium,26.2,Engine Check,"Alternator, Oil Filter, Clutch Plate, Brake Pads",No,M036,8,14,2.5,15.6,83.2,3.92,7,37.3
130,T0135,NI84VJ9942,Volvo FM 400,2021,2023-10-01,2023-08-25,242581,7824,206.7,94.6,3.01,61.8,74.5,Mixed,Light,32.9,Brake Service,"Coolant, Battery, Alternator",Partial,M034,7,6,7.1,18.0,73.3,3.37,4,52.7
131,T0212,GS05JQ6644,BharatBenz 3123R,2016,2024-10-17,2024-08-10,523731,15392,224.0,76.9,3.77,40.6,57.4,Highway,Light,28.4,Electrical Check,Clutch Plate,Partial,M019,2,1,6.8,10.9,50.7,4.16,15,54.6
132,T0140,LA02VO7512,Mahindra Blazo X 35,2024,2022-10-24,2022-09-27,45493,10488,388.1,104.5,3.3,58.8,92.3,City,Light,35.9,Full Inspection,Air Filter,Yes,M021,4,3,7.4,14.3,66.8,3.95,1,34.1
133,T0012,WG51XW2661,BharatBenz 3123R,2016,2025-05-15,2025-03-12,551071,21573,335.2,85.9,3.0,10.7,62.2,City,Medium,36.0,Electrical Check,"Engine Oil, Oil Filter, Clutch Plate, Alternator",Yes,M009,8,11,1.9,11.6,34.7,3.31,19,57.4
134,T0112,PF62CV3758,Tata LPT 3718,2021,2025-03-08,2024-12-24,203621,22048,295.2,84.8,3.85,7.6,76.6,City,Medium,36.6,Brake Service,"Engine Oil, Air Filter, Clutch Plate, Oil Filter",Yes,M024,5,12,3.9,9.0,15.6,4.19,9,45.3
135,T0201,DR23BY8964,Volvo FM 400,2023,2023-03-28,2022-12-14,118523,23477,225.1,81.5,3.67,5.0,96.3,City,Light,30.0,Engine Check,"Alternator, Clutch Plate, Engine Oil",Yes,M013,5,11,1.3,12.2,12.9,3.86,1,24.6
136,T0198,HY71VK7802,Ashok Leyland U-3718,2018,2024-10-09,2024-09-29,422647,3691,347.2,85.7,4.29,83.9,73.6,Mixed,Light,25.3,Electrical Check,"Oil Filter, Coolant, Battery, Clutch Plate",No,M013,9,3,1.3,19.6,87.9,3.11,9,33.3
137,T0160,XV26OD3551,Tata LPT 3718,2017,2022-12-05,2022-10-25,468552,11416,273.5,86.1,3.19,47.9,60.0,Mixed,Heavy,23.6,Brake Service,Coolant,No,M003,7,9,2.6,16.1,60.9,4.14,11,48.9
138,T0102,RQ50UG1507,Tata LPT 3718,2015,2023-06-22,2023-04-20,618929,16335,258.2,86.4,2.93,32.7,61.5,Mixed,Light,32.8,Engine Check,"Alternator, Air Filter",Yes,M008,13,1,5.2,11.1,41.8,3.47,12,45.5
139,T0142,GD46GK6090,Scania P410,2016,2023-11-27,2023-10-15,559379,15348,355.4,95.8,4.29,34.3,67.2,City,Light,36.3,Full Inspection,Clutch Plate,Partial,M001,9,9,3.2,14.7,55.7,3.54,15,48.0
140,T0080,XN88HU4958,Tata LPT 3718,2016,2024-06-26,2024-06-14,544515,4333,338.0,99.0,4.04,83.7,55.1,Highway,Light,29.9,Routine Service,Battery,Partial,M032,8,5,3.9,18.6,86.4,2.95,16,45.2
141,T0031,XO85DD3878,Tata LPT 3718,2017,2023-11-10,2023-09-30,477447,15339,372.8,74.5,4.64,38.4,61.8,Mixed,Heavy,32.0,Full Inspection,"Clutch Plate, Oil Filter",No,M007,11,12,4.7,16.1,56.9,2.03,10,41.4
142,T0178,FS33YU2163,Ashok Leyland U-3718,2018,2022-08-22,2022-07-19,397354,13097,383.9,86.0,2.89,44.7,71.7,Highway,Heavy,33.8,Electrical Check,"Air Filter, Clutch Plate, Engine Oil",No,M025,13,1,5.9,14.7,48.2,2.71,9,46.5
143,T0287,HK50HD1856,Tata LPT 3718,2023,2024-07-26,2024-06-05,116386,20189,392.0,72.6,4.17,21.3,89.7,Mixed,Medium,31.7,Electrical Check,"Battery, Air Filter",Partial,M013,4,4,3.6,14.0,44.9,3.36,3,38.2
144,T0141,HB47LC9505,Scania P410,2023,2023-01-27,2022-12-27,107329,11860,378.9,78.5,3.49,55.6,69.5,Highway,Light,40.0,Full Inspection,"Clutch Plate, Air Filter",No,M034,3,3,1.6,10.6,58.5,3.2,1,31.4
145,T0188,TY37AQ6013,Ashok Leyland U-3718,2015,2022-10-17,2022-07-05,587940,24039,229.6,91.0,2.2,7.4,68.4,Mixed,Heavy,27.4,Full Inspection,"Engine Oil, Coolant",No,M025,8,2,4.0,11.8,31.3,2.47,15,39.1
146,T0123,PT61UM7749,Tata LPT 3718,2016,2024-04-17,2024-02-04,549929,22555,308.9,89.3,2.71,5.8,66.7,Mixed,Heavy,21.9,Engine Check,"Clutch Plate, Alternator",Partial,M025,14,11,5.5,7.7,13.4,2.15,16,17.6
147,T0314,HD66BX3279,Tata LPT 3718,2020,2025-05-09,2025-04-10,313491,10757,365.0,91.0,-0.01,63.2,74.2,City,Heavy,38.3,Routine Service,Oil Filter,Partial,M021,5,13,4.7,13.1,66.1,2.89,8,25.6
148,T0023,ZP57BP5819,BharatBenz 3123R,2017,2025-06-19,2025-06-02,494924,4141,238.2,83.7,4.83,78.9,60.6,Highway,Light,39.1,Electrical Check,"Brake Pads, Engine Oil, Alternator, Coolant",Partial,M007,13,6,5.3,14.9,88.3,2.85,16,27.4
149,T0251,TR45GK4680,Scania P410,2024,2023-11-14,2023-10-11,54697,12118,350.8,76.7,1.4,52.2,85.4,Mixed,Heavy,41.5,Full Inspection,Battery,Yes,M017,1,3,7.6,12.1,58.6,3.03,1,47.0
150,T0037,SI65KO2709,Volvo FM 400,2018,2022-08-01,2022-07-01,401913,6964,219.6,83.6,3.17,73.2,68.0,Mixed,Medium,29.7,Routine Service,"Engine Oil, Air Filter, Coolant, Brake Pads",No,M006,9,12,2.0,17.0,80.0,2.42,8,46.8
151,T0316,ZL82KQ1287,Tata LPT 3718,2023,2024-03-11,2024-01-26,91793,13615,301.3,88.9,4.45,44.4,85.3,Highway,Heavy,28.4,Routine Service,"Oil Filter, Clutch Plate, Coolant",Yes,M005,1,13,6.9,13.7,54.6,2.17,3,44.2
152,T0119,VU08BA9855,Scania P410,2021,2024-03-17,2024-03-03,237288,5606,392.3,69.4,4.0,76.1,80.9,Highway,Light,35.1,Full Inspection,"Air Filter, Coolant",Partial,M034,12,6,3.2,16.1,84.5,4.45,7,48.7
153,T0213,AO05HZ0868,Mahindra Blazo X 35,2016,2022-07-21,2022-06-24,519817,6581,237.4,90.5,3.43,72.5,61.2,Mixed,Heavy,23.6,Electrical Check,"Alternator, Engine Oil, Oil Filter, Battery",Partial,M023,6,0,4.0,16.3,80.3,3.46,10,29.2
154,T0259,DU71ZD5064,Tata LPT 3718,2017,2023-06-20,2023-04-23,482471,20266,346.7,84.7,3.82,17.1,68.4,Mixed,Heavy,36.7,Electrical Check,"Battery, Coolant, Air Filter",No,M029,4,12,3.3,11.2,19.6,2.61,13,30.2
155,T0221,UA29MJ9466,Mahindra Blazo X 35,2020,2023-10-31,2023-10-07,305116,7497,303.9,74.7,3.71,66.5,83.5,Mixed,Light,30.6,Brake Service,"Alternator, Clutch Plate",Partial,M037,2,11,4.8,13.9,74.1,3.8,7,41.7
156,T0185,HZ54YW4111,Ashok Leyland U-3718,2022,2024-02-15,2023-12-27,181719,17115,340.8,78.0,4.71,21.5,90.7,City,Light,32.2,Routine Service,"Engine Oil, Coolant, Oil Filter",No,M003,6,8,4.7,16.6,49.5,2.82,4,46.0
157,T0154,HX41WL8406,BharatBenz 3123R,2018,2025-05-06,2025-02-19,399263,23597,308.4,97.3,4.41,12.9,64.8,City,Light,38.5,Brake Service,"Oil Filter, Engine Oil",No,M018,6,0,4.5,8.5,10.0,4.32,12,29.8
158,T0080,XN88HU4958,BharatBenz 3123R,2019,2024-03-07,2023-12-22,389480,18419,240.8,89.3,4.77,28.9,71.6,City,Heavy,33.8,Routine Service,"Coolant, Alternator",No,M016,14,4,1.5,11.4,40.5,3.29,10,29.6
159,T0293,CG25AX2179,Ashok Leyland U-3718,2024,2024-05-19,2024-04-11,71522,11432,298.7,82.3,4.6,50.8,88.7,Highway,Heavy,17.6,Full Inspection,"Clutch Plate, Oil Filter, Brake Pads",Partial,M005,7,7,7.9,16.1,63.0,2.27,1,39.4
160,T0049,JA37WY4756,Scania P410,2019,2022-11-26,2022-10-11,374989,17034,366.7,83.1,7.41,31.6,73.9,Highway,Heavy,27.6,Electrical Check,"Oil Filter, Alternator, Engine Oil, Air Filter",No,M037,2,1,4.5,13.3,50.0,3.74,6,13.7
161,T0214,XC01EN8233,Volvo FM 400,2018,2025-05-30,2025-02-27,409785,18685,202.3,77.8,4.38,24.5,69.2,Mixed,Heavy,25.0,Brake Service,Alternator,Yes,M039,1,9,7.6,13.5,29.6,3.47,9,45.6
162,T0269,SE17GX7082,Volvo FM 400,2020,2022-09-22,2022-08-29,328044,8607,348.5,69.1,2.91,68.4,77.8,Mixed,Heavy,33.0,Electrical Check,"Brake Pads, Oil Filter, Engine Oil",Partial,M010,14,9,3.6,13.3,73.4,2.26,4,35.4
163,T0229,GJ83CO5565,Scania P410,2024,2023-02-12,2022-12-28,55136,13160,282.9,91.4,0.71,42.0,83.2,Mixed,Light,37.4,Brake Service,"Coolant, Alternator, Brake Pads, Oil Filter",Yes,M015,7,12,2.2,13.8,62.1,4.72,1,33.1
164,T0043,KQ16MG6077,Ashok Leyland U-3718,2024,2024-10-30,2024-09-21,96400,8397,211.5,88.5,1.85,63.6,92.1,Mixed,Light,40.4,Engine Check,"Coolant, Engine Oil, Brake Pads, Clutch Plate",No,M036,15,0,4.0,18.9,69.7,3.77,1,41.1
165,T0070,SL69UQ6945,Ashok Leyland U-3718,2023,2022-11-20,2022-11-03,128233,5538,321.1,102.8,3.1,73.9,86.2,Highway,Medium,26.0,Brake Service,"Brake Pads, Oil Filter",Yes,M026,7,12,3.7,15.9,81.5,3.32,1,32.9
166,T0221,UA29MJ9466,Tata LPT 3718,2024,2025-04-16,2025-02-26,99311,16825,337.7,76.1,3.84,41.5,88.9,Highway,Light,31.9,Full Inspection,"Battery, Air Filter, Oil Filter, Alternator",No,M027,9,2,1.9,12.9,43.7,2.23,3,45.0
167,T0013,TO75AI0988,Tata LPT 3718,2017,2025-06-16,2025-06-03,506363,3341,256.2,76.4,1.89,86.2,69.3,City,Heavy,37.3,Engine Check,"Clutch Plate, Engine Oil",Yes,M029,4,8,7.9,18.5,86.7,1.5,11,30.6
168,T0192,NO13ND2505,BharatBenz 3123R,2016,2023-04-24,2023-03-14,563191,11238,273.9,91.5,3.34,53.1,62.1,Highway,Heavy,33.3,Routine Service,"Air Filter, Alternator",No,M004,2,13,6.9,17.1,68.6,1.83,13,24.8
169,T0176,IR53EX3377,Mahindra Blazo X 35,2016,2023-12-08,2023-09-02,560075,19687,202.9,76.0,4.3,16.7,70.9,City,Medium,29.5,Full Inspection,Battery,Yes,M031,15,11,3.7,10.5,31.6,2.72,15,49.5
170,T0109,LF34KC4631,BharatBenz 3123R,2023,2023-11-15,2023-10-11,108103,12129,342.6,93.5,5.14,42.7,85.9,Mixed,Medium,23.9,Full Inspection,"Air Filter, Battery, Alternator, Engine Oil",No,M036,2,13,7.1,15.8,58.6,3.8,1,29.4
171,T0270,BS50LJ4532,Volvo FM 400,2019,2024-02-23,2024-01-05,358774,15085,306.7,89.3,5.08,43.3,72.8,Highway,Light,22.3,Routine Service,"Coolant, Engine Oil",No,M019,12,4,5.9,13.9,54.5,2.54,10,53.8
172,T0035,UF01IW9263,Ashok Leyland U-3718,2019,2023-03-20,2023-01-19,345758,12511,206.2,96.5,3.1,52.4,69.3,Mixed,Heavy,30.3,Electrical Check,Engine Oil,No,M024,2,5,4.0,14.0,54.4,1.8,6,49.3
173,T0119,VU08BA9855,Ashok Leyland U-3718,2023,2023-04-03,2023-01-27,128879,24279,365.3,92.2,4.22,8.1,83.9,Mixed,Light,29.0,Full Inspection,"Oil Filter, Clutch Plate, Alternator, Coolant",No,M021,15,14,3.1,10.3,10.0,3.45,1,36.0
174,T0012,WG51XW2661,Volvo FM 400,2018,2025-04-04,2025-03-16,404523,5918,302.3,93.9,1.4,68.7,65.7,Mixed,Medium,29.2,Brake Service,"Alternator, Battery, Oil Filter, Engine Oil",No,M022,13,14,6.1,14.3,79.7,3.49,12,53.4
175,T0182,KY84FZ3690,Mahindra Blazo X 35,2019,2024-05-20,2024-04-04,382754,13324,288.6,95.8,4.87,46.6,75.5,Highway,Heavy,29.7,Routine Service,Coolant,No,M018,14,10,7.6,12.7,49.1,3.54,10,25.6
176,T0285,DX83BL1583,Tata LPT 3718,2018,2022-07-30,2022-06-07,421427,19451,362.1,79.0,1.9,20.3,69.5,Highway,Medium,27.3,Full Inspection,"Oil Filter, Battery",No,M026,1,12,7.6,11.9,47.5,2.92,7,36.4
177,T0314,HD66BX3279,Mahindra Blazo X 35,2018,2023-06-11,2023-04-09,423648,23977,376.3,90.7,4.92,5.6,65.8,City,Light,36.1,Brake Service,"Alternator, Air Filter",Partial,M037,11,7,1.7,13.3,33.9,4.03,10,33.4
178,T0230,YM74HS8744,Scania P410,2017,2024-10-04,2024-08-30,492513,14034,395.2,98.1,2.28,51.3,67.2,Highway,Heavy,31.0,Full Inspection,"Air Filter, Clutch Plate",Partial,M009,9,2,2.4,14.7,51.3,2.08,14,37.6
179,T0070,SL69UQ6945,Ashok Leyland U-3718,2017,2025-02-10,2025-01-06,467698,11711,333.9,69.5,3.11,56.4,73.2,Mixed,Heavy,31.3,Routine Service,"Oil Filter, Coolant, Alternator",Partial,M011,7,11,2.2,12.7,54.1,2.77,14,33.6
180,T0095,VM87IC9198,Tata LPT 3718,2017,2022-07-18,2022-06-10,488149,7833,204.1,75.3,2.96,74.1,59.2,Mixed,Light,25.0,Engine Check,"Alternator, Air Filter, Brake Pads, Clutch Plate",Yes,M021,4,4,2.2,15.8,78.3,3.7,7,57.9
181,T0055,VZ10IR9370,BharatBenz 3123R,2017,2024-01-24,2023-12-06,469416,9857,200.6,93.1,3.64,60.1,67.6,Highway,Heavy,29.8,Routine Service,"Brake Pads, Coolant, Oil Filter",Yes,M040,10,8,6.0,13.0,71.2,1.83,15,35.0
182,T0184,KM99YW0519,Volvo FM 400,2022,2023-07-04,2023-05-14,182609,19833,388.1,76.7,3.52,18.9,91.5,Highway,Heavy,28.0,Engine Check,"Battery, Oil Filter, Brake Pads, Clutch Plate",No,M039,12,11,5.8,9.8,26.0,3.03,3,34.1
183,T0084,WL54SK6149,BharatBenz 3123R,2018,2023-12-16,2023-10-14,420643,19197,302.6,95.8,3.18,28.2,64.6,Highway,Medium,34.8,Engine Check,"Alternator, Oil Filter, Battery",Partial,M001,15,5,7.0,12.1,36.2,3.05,10,46.8
184,T0105,TN74UN1590,Volvo FM 400,2017,2023-10-08,2023-07-20,449342,20284,250.6,92.5,4.99,14.5,56.7,City,Heavy,39.2,Routine Service,"Clutch Plate, Oil Filter, Brake Pads",No,M032,4,8,1.2,11.5,31.8,1.63,11,40.0
185,T0312,UQ54KD5799,Mahindra Blazo X 35,2021,2023-09-12,2023-08-11,237790,8105,253.1,80.7,1.84,68.8,73.0,Mixed,Medium,26.1,Electrical Check,Oil Filter,No,M026,11,12,7.6,16.7,69.9,3.33,5,55.4
186,T0022,GU44YZ5712,BharatBenz 3123R,2023,2023-03-21,2022-12-26,148310,23573,275.2,86.0,3.24,15.0,89.7,Mixed,Medium,33.8,Brake Service,"Engine Oil, Oil Filter, Air Filter, Brake Pads",No,M003,7,0,4.6,11.7,21.1,3.35,1,33.2
187,T0147,JU83DJ8783,Ashok Leyland U-3718,2017,2023-11-05,2023-10-05,497994,6534,205.0,83.3,1.64,72.4,67.2,City,Medium,30.5,Electrical Check,Air Filter,No,M040,8,10,2.2,18.3,79.2,2.86,12,36.7
188,T0047,CH23OD2670,Mahindra Blazo X 35,2023,2024-10-14,2024-07-22,130282,23441,277.5,99.8,3.62,12.7,80.4,Highway,Light,33.7,Electrical Check,"Alternator, Brake Pads",No,M038,11,7,1.2,10.4,10.0,3.68,3,34.2
189,T0013,TO75AI0988,BharatBenz 3123R,2022,2024-07-18,2024-06-13,184970,9104,256.3,89.3,4.69,68.8,75.6,Mixed,Heavy,23.6,Routine Service,"Oil Filter, Air Filter, Alternator, Clutch Plate",Partial,M013,8,7,4.1,13.3,65.6,1.92,3,40.8
190,T0047,CH23OD2670,Volvo FM 400,2022,2025-03-21,2025-03-05,184860,6310,393.6,75.8,3.6,59.8,80.1,Mixed,Medium,21.8,Engine Check,"Air Filter, Brake Pads, Coolant, Alternator",Yes,M006,10,8,6.3,16.8,75.6,4.26,4,52.8
191,T0172,NS28JR9577,Scania P410,2017,2025-06-23,2025-05-12,489531,12046,280.5,76.1,3.18,54.8,60.5,Highway,Light,34.6,Brake Service,Alternator,No,M012,9,1,2.3,12.3,54.5,2.18,14,46.8
192,T0229,GJ83CO5565,Tata LPT 3718,2017,2024-08-19,2024-06-24,451316,16113,286.8,84.5,4.59,36.1,72.3,Highway,Light,25.8,Electrical Check,Coolant,Yes,M013,4,10,7.5,13.2,42.9,4.39,11,43.0
193,T0255,DW40YF6161,Ashok Leyland U-3718,2023,2025-06-19,2025-06-03,127000,5297,315.4,89.1,2.27,78.3,84.7,Highway,Heavy,26.6,Electrical Check,"Brake Pads, Coolant",Partial,M032,1,7,1.2,17.1,85.1,4.26,4,35.9
194,T0233,RJ60ZR3794,Ashok Leyland U-3718,2022,2022-09-07,2022-08-19,151382,4107,210.6,78.1,3.0,93.0,83.8,Highway,Heavy,23.3,Brake Service,Brake Pads,Partial,M039,1,8,5.0,18.8,84.6,2.47,1,14.4
195,T0318,AF88GL9728,Mahindra Blazo X 35,2023,2023-01-30,2023-01-14,103829,4863,293.3,79.9,4.98,80.2,81.2,Highway,Light,23.5,Routine Service,"Engine Oil, Battery",No,M012,13,14,6.8,14.8,85.1,1.93,1,45.3
196,T0075,RW36HY8543,Volvo FM 400,2024,2025-05-26,2025-05-07,22675,6546,331.3,79.7,3.57,76.1,85.3,Mixed,Medium,30.9,Electrical Check,Engine Oil,Yes,M022,12,6,4.6,17.9,80.5,4.14,2,49.6
197,T0092,MX27PJ6667,BharatBenz 3123R,2019,2024-07-15,2024-04-23,373687,24169,288.8,83.9,3.75,11.5,63.2,Mixed,Heavy,31.5,Brake Service,"Clutch Plate, Battery",Partial,M039,15,14,3.0,9.0,10.0,2.84,9,23.2
198,T0019,SR90KI8214,Volvo FM 400,2019,2023-05-15,2023-02-08,355728,24310,252.5,79.9,4.57,5.0,71.7,City,Medium,31.8,Routine Service,Alternator,Partial,M025,7,9,3.2,8.9,25.0,3.02,9,13.5
199,T0150,WJ92ZY0638,Ashok Leyland U-3718,2017,2023-07-11,2023-05-06,474048,19898,300.1,82.9,1.62,18.3,57.4,Highway,Heavy,31.8,Engine Check,"Alternator, Coolant, Oil Filter",Partial,M018,10,3,2.5,11.7,25.0,3.49,10,45.6
200,T0314,HD66BX3279,Volvo FM 400,2016,2024-10-17,2024-08-05,546774,21049,288.1,82.1,3.13,11.0,58.8,Mixed,Heavy,40.9,Full Inspection,Clutch Plate,Partial,M034,10,2,8.0,10.6,31.8,1.85,11,20.4
201,T0148,ZM49NU7068,Ashok Leyland U-3718,2024,2022-11-02,2022-08-29,58429,23172,355.3,63.4,3.72,5.0,94.0,City,Medium,33.6,Full Inspection,"Air Filter, Coolant, Alternator",No,M034,10,8,5.8,12.4,36.6,2.8,1,28.0
202,T0255,DW40YF6161,Ashok Leyland U-3718,2017,2024-10-16,2024-09-11,463821,9157,255.5,77.8,3.03,56.4,62.5,Mixed,Light,35.2,Electrical Check,"Engine Oil, Clutch Plate",Yes,M019,15,9,5.1,15.6,68.9,3.45,11,51.5
203,T0061,CS47RQ4702,Mahindra Blazo X 35,2018,2022-10-14,2022-09-30,432701,4112,285.2,68.0,4.02,85.9,65.5,Mixed,Medium,26.4,Full Inspection,Battery,No,M027,5,7,7.5,16.4,87.2,2.57,6,49.4
